"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"436";18061;"Svenska Handelsbanken";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Int 1";"Scope 1+2 (market-based) +3 (upstream)";100;42;2013;2018;17141;2018;"No, and we do not anticipate setting one in the next 2 years";100;"New";"Handelsbanken's goal is to actively work to minimise its direct environmental impact by constantly developing its environmental activities, taking into account developments in the community and in technology. This is to be achieved through high resource efficiency, reuse and recycling. Emissions linked to the Bank's own operations are to be reduced over time, well in line with the Paris Agreement, and with the aim of eliminating sources of greenhouse gas emissions. Where this is not feasible, emissions must be minimised. Handelsbanken is to carry out climate compensation for the remaining emissions.Note: Since Handelsbanken has a decentralized organisation, and the respective home market are tasked with minimising their emissions, anticipating future emissions reductions on a group level is difficult. Figures below regarding anticipated change in scope 1,2 and 3 are the average emission reductions in % achieved per year since the base year, future reductions are likely to be smaller since low hanging fruits have been picked.";NA;NA;NA;0;NA;8,4;2018;"2018-12-31";NA;NA;12353;"C5.1 2019 S1, C5.1 2019 S2M";9373;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";5279;"C6 2019 S1, C6 2019 S2M";"-0ca-0reb-0rea-0rad";"Organizational changes: Other: 16.77% decrease in 2015, Other: 11.25% increase in 2014,  Change in methodology: 5.29% increase in 2014";"18061-int-S12M3-2013-2018-1";"intensity";"fin"
"437";18114;"Swiss Re";"Investor";"public";"Switzerland";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (market-based) +3 (upstream)";100;0;2013;2013;6,3;2020;"No, but we anticipate setting one in the next 2 years";100;"Underway";"Swiss Re has been a carbon neutral company since 2003. Our Greenhouse Neutral Programme which ran from 2003 - 2013 combined two commitments: firstly, to reduce our CO2 emissions by 45 % per employee (full-time equivalent or FTE) within ten years and, secondly, to fully offset all the remaining emissions by purchasing high-quality emission reduction credits, thus making the company greenhouse neutral for the whole period between 2003 and 2013. By the end of the programme's first commitment cycle in 2013, we had achieved a total reduction in CO2 emissions per employee of 49.3% compared to the base year 2003.Seamlessly continuing from the Greenhouse Neutral Programme's first ten years, we launched a second commitment phase running to 2020 with the new base year 2013. After halving our CO2 emissions per employee in the previous ten years, it needs to be pointed out, however, that the potential for further reductions is now much smaller. Our new target is to keep our CO2 emissions per employee stable at the level of 2013. In view of our plans to grow our business, especially in high-growth markets, we consider this to be an ambitious goal. We expect to further decarbonize our heating systems, to switch completely to electricity from renewable sources and to further decrease emissions from commuting. We expect however, an increase of emissions from air travel due to our expansive business strategy in high growth markets.";NA;"Likely inclusion of RECs, ETS, or offsets";NA;7;0,714285714285714;0;2018;"2018-09-30";NA;NA;13900;"C5.1 2019 S1, C5.1 2019 S2M";92300;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.777777777777778";12800;"C6 2019 S1, C6 2019 S2M";"-0ca-9cb-0fb-0ce-0za-7f-0zb-7f-0rae-0rcd";"Organizational changes: Change in boundary: 5.66% increase in 2016, Change in methodology: 4.5% increase in 2014";"18114-int-S12M3-2013-2020-1";"intensity";"fin"
"438";18114;"Swiss Re";"Investor";"public";"Switzerland";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (location-based)";100;13;2013;2013;1,1;2020;"No, but we anticipate setting one in the next 2 years";100;"Underway";"This is an energy efficiency target that has been transferred into an emission target according to CDP guidance. It is in addition to the CO2 reduction target to make sure that emission reductions, within the internal energy consumption area, are not only reached by purchasing green power but also that consumption itself is decreasing. We managed to decrease energy intensity by 28.9% since 2013 and are committed to further exceed our target. We expect a decrease in Scope 1&2 emissions from decarbonized heating systems and a switch to electricity from renewable sources. Scope 3 emissions will be much less affected by this target.";NA;NA;NA;7;0,714285714285714;1,85714285714286;2018;"2018-09-30";28400;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;26900;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fa-0db-0za-7ga-0zb-7ga-0rae-0rcd";"Organizational changes: Change in boundary: 5.66% increase in 2016, Change in methodology: 4.5% increase in 2014";"18114-int-S12L-2013-2020-1";"intensity";"fin"
"439";18122;"Swiss Life Holding";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1 +2 (market-based)";23;14;2012;2013;1175;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"An increase in energy efficiency also results in a lower CO2-intensity. This rolling annual target applies to our business premises in Zurich / Switzerland only. It is part of Swiss Life's commitment in the Energy Model Zurich since 1998. The target has been newly defined in 2013 with the base year 2012. The 2012 Scope 1 + 2 emissions (= base year) in Switzerland are 1'175 tons, compared to 17'298 tons in the Swiss Life Group in 2012.The intensity reduction target for the central office premises in Switzerland until 2020 reflects for an absolute reduction of 173 tons of Scope 1 + 2 emissions, compared to 17'298 tons in 2012 in the Swiss Life Group.The achievement of the target is due to very efficient emission reduction activities, e.g. usage or lake Zurich water for heating and cooling replacing consumption of natural gas. The target (scope 1+2) is already overachieved: - base year 2012: 1'175 tons, - target level 2020: 1'010 tons, - 2018 level: 840 tons.";NA;NA;"Switzerland (breakdown matches); annual";7;0,714285714285714;1,75;2018;"2018-12-31";NA;NA;NA;NA;12780;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0ma-7a-0za-7f-0zb-7f-0ta-0rab-0rec";"Found keyword(s): Switzerland; Organizational changes: Acquisitions: 7.0% increased in 2018, Other: 4% increase in 2016";"18122-int-S12M-2012-2020-1";"intensity";"fin"
"440";18122;"Swiss Life Holding";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (market-based) + 3 (upstream and downstream)";100;10;2016;2018;3,311;2021;"No, and we do not anticipate setting one in the next 2 years";16,3;"Underway";"Swiss Life set out Group-wide goals for operational ecology in 2018. This measure is intended to shore up Swiss Life's efforts to make an active contribution to climate protection and to the reduction of CO2 contamination. At the same time, the company also wants to further increase employee awareness of environmental and climate protection and has introduced measures to enhance operational ecology and environmental management in its own activities. Swiss Life wants to reduce its greenhouse gas emissions by 10% by the end of 2021.";NA;NA;NA;3;0;2;2018;"2018-12-31";16141;"CCDS 2017 S1, CCDS 2017 S2M";NA;NA;12780;"C6 2019 S1, C6 2019 S2M";NA;NA;"-6c-0e-0rab-6fn";"Missing info: % change anticipated in absolute Scope 1+2 emissions, % change anticipated in absolute Scope 3 emissions; Organizational changes: Acquisitions: 7.0% increased in 2018";"18122-int-S12M3-2016-2021-1";"intensity";"fin"
"441";18170;"T&D Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 2 (market-based)";60,11;18,4;2009;2013;34364;2017;"No, and we do not anticipate setting one in the next 2 years";83,4;"Achieved";"The T&D Life Group has set Group-wide targets for electricity consumption, office paper consumption, and the green purchasing ratio, and is working to mitigate its environmental impact.Regarding to Electricity Consumption, we set target ""At least 10% reduction below baseline value for a five year period from FY 2013 to FY 2017"".";NA;NA;NA;4;1;2,3;2018;"2018-03-31";57488;"C5.1 2018 S2M";NA;NA;NA;NA;NA;NA;"-0fa-0da-0db-7a-0za-7gb-0zb-7ga-0rcd-0rad";"Organizational changes: Change in methodology: 3.13% decrease in 2014, Change in methodology: 21.11% increase in 2012";"18170-int-S2M-2009-2017-1";"intensity";"fin"
"442";18170;"T&D Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 2 (market-based)";90,25;5,8;2016;2018;108;2027;"No, but we anticipate setting one in the next 2 years";58;"New";"Reduce by 10% or more in 2027 compared to the standard value (basic unit in fiscal 2016) (make the value 90% or less of the standard value). The target period is 10 years from 2018 to 2027.";NA;NA;NA;9;-0,111111111111111;0,527272727272727;2018;"2018-03-31";55677;"DWH 2017 S2M";NA;NA;NA;NA;NA;NA;"-0fb-0fb-0da-0db-7a";NA;"18170-int-S2M-2016-2027-1";"intensity";"fin"
"443";19184;"Tokio Marine Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (location-based) + 3 (upstream and downstream)";100;1;2016;2017;3,07;2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Expired";"The basic unit target sets CO2 emissions per number of employees targeted for consolidation. Tokio Marine is a signatory to the Science Based Targets Initiative. Tokio Marine cannot set a science-based target because there is no robust methodology for a financial sector. However, we consider our target is equivalent with SBTi's, because our CO2 emission reduction target for medium-term target (fiscal 2020): -40% (compared with fiscal 2006 level), andlong-term target (fiscal 2050): -60% (compared with fiscal 2006 level), whereas SBTi's standard includes total annual average reduction rate (49% reduction from 2010 in 2050, which is the accreditation standard.";NA;"Possible ex-post (uncommon specificity)";"annual";0;NA;1;2019;"2019-03-31";92808;"C6 2019 S1, C6 2019 S2L";NA;NA;82210;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0ma-0fb-0fb-0fb-0db-7a-7c-0zb-7f-0rca-7e-9ab";"Organizational changes: Divestment: 0.18% decreased in 2018";"19184-int-S12L3-2016-2017-1";"intensity";"fin"
"444";19184;"Tokio Marine Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (location-based) + 3 (upstream and downstream)";100;1;2017;2018;2,94;2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"The basic unit target sets CO2 emissions per number of employees targeted for consolidation. Tokio Marine is a signatory to the Science Based Targets Initiative. Tokio Marine cannot set a science-based target because there is no robust methodology for a financial sector. However, we consider our target is equivalent with SBTi's, because our CO2 emission reduction target for medium-term target (fiscal 2020): -40% (compared with fiscal 2006 level), andlong-term target (fiscal 2050): -60% (compared with fiscal 2006 level), whereas SBTi's standard includes total annual average reduction rate (49% reduction from 2010 in 2050, which is the accreditation standard.";NA;"Possible ex-post (uncommon specificity)";"annual";0;NA;1;2019;"2019-03-31";90953;"C5.1 2018 S1, C5.1 2018 S2L";NA;NA;82210;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0ma-0fb-0fb-0fb-0db-7a-7c-0zb-7f-0rca-7e-9ab";"Organizational changes: Divestment: 0.18% decreased in 2018";"19184-int-S12L3-2017-2018-1";"intensity";"fin"
"445";19184;"Tokio Marine Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 3";"Scope 1+2 (location-based)";100;3;2014;2015;2,9;2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"The basic unit target sets CO2 emissions per number of employees targeted for consolidation. Tokio Marine is a signatory to the Science Based Targets Initiative. Tokio Marine cannot set a science-based target because there is no robust methodology for a financial sector. However, we consider our target is equivalent with SBTi's, because our CO2 emission reduction target for medium-term target (fiscal 2020): -40% (compared with fiscal 2006 level), andlong-term target (fiscal 2050): -60% (compared with fiscal 2006 level), whereas SBTi's standard includes total annual average reduction rate (49% reduction from 2010 in 2050, which is the accreditation standard.";NA;NA;"annual";2;1,5;1;2019;"2019-03-31";82506;"DWH 2014 S1, DWH 2014 S2L";NA;NA;82210;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0ma-0fb-0fb-0fb-0db-7a-0zb-7f-0rca-0rcb-0rec-0rec";"Organizational changes: Divestment: 0.18% decreased in 2018, Acquisitions: 1.7% increase in 2016,  Other: 2.2% decrease in 2016, Other: 2.1% decrease in 2015";"19184-int-S12L-2014-2017-1";"intensity";"fin"
"446";19789;"Unibail-Rodamco-Westfield";"Investor";"public";"EU";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1+2 (market-based) +3 (downstream)";100;70;2015;2016;0,062;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";10;"Underway";"Reducing the carbon footprint from operating the standing assets by 70%:The Group has set a -70% reduction target for the carbon intensity from operating the standing assets which are owned and managed by the Group. When it comes to standing assets, the carbon footprint consists mainly of greenhouse gas emissions from energy consumed as part of the operation of the buildings.This substantial reduction target includes both energy consumed for common parts (scope 1&2) as well as energy consumed by the tenants (scope 3 downstream). It draws on two levers simultaneously: accelerating the reduction of energy consumption and completing a fast transition to lower-carbon or carbon-free energies in both common areas managed by the Group and private areas operated by the tenants.The reduction target is expressed in tCO2 equivalent per m served in energy in the Group's assets.In 2018, the carbon footprint associated with operations decreased by 7% compared with the 2015 level, leading to a 10% advancement towards target achievement (7/70)*100Unibail-Rodamco-Westfield has assessed the compliance of its carbon emission reduction target with a 2C scenario and considers this ambitious target to be compliant with SBT requirements";NA;NA;NA;14;0,142857142857143;4,66666666666667;2018;"2018-12-31";NA;NA;158012;"C5.1 2019 S1, C5.1 2019 S2M";3142270;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15, C6 2019 S3.17: downstream completeness: 1";130540;"C6 2019 S1, C6 2019 S2M";"-0e-0e-0fa-0fa-7a-7c-0zb-7f-0rab";"Organizational changes: Acquisitions: 132.4% increased in 2018";"19789-int-S12M3-2015-2030-1";"intensity";"fin"
"447";19789;"Unibail-Rodamco-Westfield";"Investor";"public";"EU";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 2";"Scope 1 +2 (market-based)";100;30;2012;2012;0,000268;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"In 2012, in anticipation of the ''Better Places 2030"" programme, the Group had set the target of reducing its carbon intensity (CO2 emissions/visit) on scope 1&2 at managed Shopping Centres down to 30% in 2020 relative to 2012.In 2018, the Group has already achieved and exceeded this target: carbon intensity (CO2 emissions/visit) at managed shopping centres decreased by 49% relative to 2012.This target has been achieved ahead of dead-line (reduction objective still on-going until 2020) and completed by the targets set by the ''Better Places 2030"" carbon footprint reduction objectives.";NA;NA;NA;8;0,75;3,75;2018;"2018-12-31";NA;NA;NA;NA;130540;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fb-7a-0zb-7f-0rab";"Organizational changes: Acquisitions: 132.4% increased in 2018";"19789-int-S12M-2012-2020-1";"intensity";"fin"
