"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Deutsche Telekom AG";"Germany";"South Africa";"Media, telecommunications & data center services";"Services";"Telecommunications services";2008;30;2020;368000;NA;3117082;2017;13310805.48;3892373.48;138.485142974233;0.00428967057909356;16;"Scope 1+2 (location-based) +3 (upstream)";48.82;16648.18;16648.18;283848.54;3608524.94;2855446.98;"4667-abs-S12L3-2008-2020-2";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";1578.59877310643;461.617143247443;48.82;16648.18;0.00292387854105528;0.292422084136714;323.13200027321;357.753286016769;16697
"Deutsche Telekom AG";"Germany";"South Africa";"Media, telecommunications & data center services";"Services";"Telecommunications services";2016;95;2025;1228633.48;3403215.35;NA;2017;3139295.52;NA;5120.28599371692;0.00438680437898236;36;"Scope 1 +2 (market-based)";43.3;14885.94;14885.94;289975.45;3573709.04;3113239.9;"4667-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5389.77473022834;5389.77473022834;43.3;14885.94;0.00290034857769049;1;269.488736511417;4820.85406425979;13771.4753340557
"Diageo Plc";"United Kingdom of Great Britain and Northern Ireland";"South Africa";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2007;50;2020;1068509;1068509;NA;2017;634468;NA;NA;0.00589231958233574;100;"Scope 1 +2 (market-based)";1274;3087;3087;644613;95503;95503;"4702-abs-S12M-2007-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";6295.99650460198;6295.99650460198;1274;3087;0.292134831460674;1;3147.99825230099;3874.45938744737;3738.48822076539
"Diageo Plc";"United Kingdom of Great Britain and Northern Ireland";"South Africa";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2007;30;2020;4443000;NA;NA;2017;2771188;NA;NA;NA;100;"Scope 3 (upstream & downstream)";1274;3087;3087;644613;95503;95503;"4702-abs-S3-2007-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Downer EDI";"Australia";"South Africa";"Construction";"Infrastructure";"Transportation infrastructure & other construction";2013;30;2019;1103080;270490;NA;2017;751752.87;263577.16;102.090818974067;0.00087988465377648;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";13;225;225;219760;50730;50730;"4899-abs-S12L3-2013-2019-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";970.58316388776;340.302729913557;13;225;0.0546218487394958;0.350616765852853;238.21191093949;272.242183930845;231.917498169988
"eBay Inc.";"United States of America";"South Africa";"Discretionary retail";"Retail";"Discretionary delivery retail";2016;100;2025;87678;83500;NA;2017;96282.74;NA;1.29154419161677;0.0000147305389221557;100;"Scope 2 (market-based)";0.23;1.03;1.23;26471;170635;83500;"5197-abs-S2M-2016-2025-1";"S2M";"Scope 2";"";"S2M";"absolute";1.29154419161677;1.29154419161677;0;1.23;0;1;0;1.14803928143713;1.4182966491018
"Estee Lauder Companies Inc.";"United States of America";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2020;93302;67833.97;NA;2017;64601.3;NA;2764.09738660438;0.0296252747701483;100;"Scope 1 +2 (market-based)";1004.01;1005.59;1005.59;29860.57;60114.78;37973.4;"5885-abs-S12M-2016-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2764.09738660438;2764.09738660438;1004.01;1005.59;0.499606886942675;1;0;2073.07303995328;1913.83126300878
"Firstrand Limited";"South Africa";"South Africa";"Financial services";"Services";"Banks";2015;20;2020;258925.55;281831.35;NA;2017;241116.87;NA;47130.478879784;0.910116419175009;91.8;"Scope 1+2 (location-based)";0;253810.3;253810.3;10319.95;268556.79;268556.79;"6436-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";235652.39439892;235652.39439892;0;253810.3;0;1;188521.915519136;216800.202847006;219444.422327086
"Firstrand Limited";"South Africa";"South Africa";"Financial services";"Services";"Banks";2015;15;2020;248605.6;271511.4;NA;2017;231466.58;NA;35243.1948849701;0.945089863488464;91.5;"Scope 2 (location-based)";0;253810.3;253810.3;10319.95;268556.79;268556.79;"6436-abs-S2L-2015-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";234954.632566468;234954.632566467;0;253810.3;0;1;199711.437681497;220857.354612479;218756.718494342
"FLSmidth & Co. A/S";"Denmark";"South Africa";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2017;10;2023;64267;64267;NA;2017;64267;NA;449.8;0.0699892635411642;97;"Scope 1+2 (location-based)";2265;2233;2233;27236;37031;37031;"6555-abs-S12L-2017-2023-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4498;4498;2265;2233;0.503557136505113;1;4048.2;4498;4498
"Naturgy Energy Group SA";"Spain";"South Africa";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";2012;26;2025;26123101;26123101;NA;2017;21848306;NA;13552.6167431832;0.00199537754006476;100;"Scope 1+2 (location-based)";22156;31757;31757;26062058;956889;956889;"7084-abs-S12L-2012-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";52125.4490122433;52125.4490122431;22156;31757;0.41095839593419;1;38572.8322690599;46912.9041110188;43595.6190808621
"Naturgy Energy Group SA";"Spain";"South Africa";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";2015;32;2050;158903771;159036735;24109635;2017;163649567;21848306;21337.6655378766;0.00276802199618534;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";26215;40521;40521;22779327;1330308;1330308;"7084-abs-S12L3-2015-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";439849.133404798;66680.2048058644;26215;40521;0.392816470870295;0.151597899692797;45342.5392679878;65460.9096322714;60476.5915873881
"General Electric Company";"United States of America";"South Africa";"Powered machinery";"Manufacturing";"Industrial machinery";2011;20;2020;5199588;5199588;NA;2017;3777485;NA;926.748513532152;0.000891174948411443;100;"Scope 1 +2 (market-based)";186.5;3179.9;3179.9;1665610;2126141;2111875;"7166-abs-S12M-2011-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4633.74256766076;4633.74256766076;186.5;3179.9;0.055400427756654;1;3706.99405412861;4015.91022530599;3366.4
"Givaudan SA";"Switzerland";"South Africa";"Chemicals";"Manufacturing";"Specialty chemicals";2015;30;2030;190026;190026;NA;2017;174590;NA;194.283149036128;0.00340800993962455;100;"Scope 1 +2 (market-based)";351.1;1959;1959;99740;82737;3282;"7310-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";647.610496787095;647.610496787093;351.1;1959;0.151984762564391;1;453.327347750965;621.70607691561;595.00445535905
"Givaudan SA";"Switzerland";"South Africa";"Chemicals";"Manufacturing";"Specialty chemicals";2015;20;2030;1493472;1362362;NA;2017;1696804;NA;NA;NA;100;"Scope 3 (upstream & downstream)";351.1;1959;1959;99740;82737;3282;"7310-abs-S3-2015-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"GlaxoSmithKline";"United Kingdom of Great Britain and Northern Ireland";"South Africa";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2010;25;2020;1973519;1973519;NA;2017;1554424;NA;NA;NA;100;"Scope 1 +2 (market-based)";0;11936;11936;NA;681532;663384;"7374-abs-S12M-2010-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";NA;NA;0;11936;0;1;NA;NA;NA
"GlaxoSmithKline";"United Kingdom of Great Britain and Northern Ireland";"South Africa";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2010;100;2050;1973519;1973519;NA;2017;1554424;NA;NA;NA;100;"Scope 1 +2 (market-based)";0;11936;11936;NA;681532;663384;"7374-abs-S12M-2010-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";NA;NA;0;11936;0;1;NA;NA;NA
"GlaxoSmithKline";"United Kingdom of Great Britain and Northern Ireland";"South Africa";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2010;25;2020;16773279;NA;NA;2017;17896835;NA;NA;NA;100;"Scope 3 (upstream & downstream)";0;11936;11936;NA;681532;663384;"7374-abs-S3-2010-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2016;3;2017;1514077;NA;NA;2017;NA;NA;18699.352326248;0.411677704772126;100;"Other, please specify: Scope 1 + 2 (location + market based)";8714;525987;525987;544291;754543;215244;"7577-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";623311.744208266;623311.744208267;8714;525987;0.0162969584870797;1;604612.391882019;604612.391882019;604612.391882019
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;15;2030;381758;702255;NA;2017;893338;NA;579.115559732576;0.0101131355419328;34;"Scope 1 +2 (market-based)";7102;489525;489525;529588;620359;172667;"7577-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";3860.77039821718;3860.77039821717;7102;489525;0.0143004709772123;1;3281.6548384846;3783.55499025283;9034.44827875916
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;28;2030;382211;702255;NA;2017;893338;NA;1082.29846161295;0.0101131355419328;27;"Scope 1 +2 (market-based)";7102;489525;489525;529588;620359;172667;"7577-abs-S12M-2015-2030-2";"S12M";"Scope 1+2";"S1";"S2M";"absolute";3865.35164861768;3865.35164861768;7102;489525;0.0143004709772123;1;2783.05318700473;3721.04518706929;9034.44827875916
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;30;2030;78662;702255;NA;2017;893338;NA;238.655840399855;0.0101131355419328;5;"Scope 1 +2 (market-based)";7102;489525;489525;529588;620359;172667;"7577-abs-S12M-2015-2030-3";"S12M";"Scope 1+2";"S1";"S2M";"absolute";795.519467999518;795.519467999517;7102;489525;0.0143004709772123;1;556.863627599662;763.698689279536;9034.44827875916
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;62;2035;1322614;702255;NA;2017;893338;NA;8292.98028402788;0.0101131355419328;100;"Scope 1 +2 (market-based)";7102;489525;489525;529588;620359;172667;"7577-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";13375.7746516579;13375.7746516579;7102;489525;0.0143004709772123;1;5082.79436762999;12546.4766232551;9034.44827875916
"Gold Fields Limited";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;22;2025;489525;620359;NA;2017;580410;NA;84982.4692436154;0.789099537525852;79;"Scope 2 (location-based)";7102;489525;489525;529588;620359;172667;"7577-abs-S2L-2015-2025-1";"S2L";"Scope 2";"";"S2L";"absolute";386283.951107343;386283.951107343;0;489525;0;1;301301.481863727;369287.45725862;458001.26257538
"Caesars Entertainment";"United States of America";"South Africa";"Entertainment facilities";"Hospitality";"Gambling";2011;30;2025;1023394;1023394;NA;2017;792427;NA;4109.96731004875;0.0133867220576785;100;"Scope 1 +2 (market-based)";144;10465;10464;221875;646738;570552;"8054-abs-S12M-2011-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";13699.8910334958;13699.8910334958;144;10464;0.0135746606334842;1;9589.92372344708;11938.4764720464;10608
"Caesars Entertainment";"United States of America";"South Africa";"Entertainment facilities";"Hospitality";"Gambling";2011;95;2050;1023394;1023394;NA;2017;792427;NA;13014.896481821;0.0133867220576785;100;"Scope 1 +2 (market-based)";144;10465;10464;221875;646738;570552;"8054-abs-S12M-2011-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";13699.8910334958;13699.8910334958;144;10464;0.0135746606334842;1;684.99455167479;11697.5992670618;10608
"Harmony Gold Mining Co Ltd";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2008;3;2018;5343000;NA;NA;2017;2629981;NA;154879.777260748;0.966247284676201;100;"Scope 1+2 (location-based)";28647;2512565;210;117416;2512565;210;"8104-abs-S12L-2008-2018-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";5162659.24202494;5162659.24202493;28647;2512565;0.0112729673872152;1;5007779.46476419;5023267.44249026;2541212
"Harmony Gold Mining Co Ltd";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;90;2045;2753303;2753303;NA;2017;2629981;NA;2436862.5;0.983409744586775;100;"Scope 1+2 (location-based)";21224;2686401;2686401;66902;2686401;2686401;"8104-abs-S12L-2015-2045-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2707625;2707625;21224;2686401;0.00783860394256959;1;270762.5;2545167.5;2586348.94347807
"Harmony Gold Mining Co Ltd";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;22;2025;2686401;2686401;NA;2017;2512565;NA;591008.22;1;100;"Scope 2 (location-based)";21224;2686401;2686401;66902;2686401;2686401;"8104-abs-S2L-2015-2025-1";"S2L";"Scope 2";"";"S2L";"absolute";2686401;2686401;0;2686401;0;1;2095392.78;2568199.356;2512565
"Hitachi Construction Machinery Co., Ltd.";"Japan";"South Africa";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2005;47.93;2025;22100000;NA;NA;2018;16404736.12;NA;NA;NA;90.68;"Scope 3: Use of sold products";11.17;1215.13;1215.13;51188.24;66283.59;70950.39;"8332-abs-S3-2005-2025-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Impala Platinum Holdings";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;2;2017;349000;349000;NA;2017;410344;NA;5872.94;0.841395415472779;100;"Scope 1";293647;2605841;2605841;349000;3001522;3001522;"8825-abs-S1-2015-2017-1";"S1";"Scope 1";"S1";"";"absolute";293647;293647;293647;0;1;1;287774.06;287774.06;345261.560366762
"Impala Platinum Holdings";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2017;2;2020;410344;410344;NA;2017;410344;NA;7082.44;0.862988127034878;100;"Scope 1";354122;2858652;2858652;410344;3299154;3299154;"8825-abs-S1-2017-2020-1";"S1";"Scope 1";"S1";"";"absolute";354122;354122;354122;0;1;1;347039.56;354122;354122
"Impala Platinum Holdings";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2008;5;2020;2699297;2699297;NA;2017;3299154;NA;126053.042366663;0.933969417716266;100;"Scope 2 (location-based)";642107;2736833;2736833;693145;2930324;2930324;"8825-abs-S2L-2008-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";2521060.84733326;2521060.84733326;0;2736833;0;1;2395007.8049666;2426521.06555826;3081308.94033629
"Impala Platinum Holdings";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;35;2030;3001522;3001522;NA;2017;3299154;NA;912044.35;0.868173213456373;100;"Scope 2 (location-based)";293647;2605841;2605841;349000;3001522;3001522;"8825-abs-S2L-2015-2030-1";"S2L";"Scope 2";"";"S2L";"absolute";2605841;2605841;0;2605841;0;1;1693796.65;2484235.08666667;2864237.12986745
"Impala Platinum Holdings";"South Africa";"South Africa";"Metallic mineral mining";"Mineral extraction";"Precious metals & minerals mining";2015;63;2040;3001522;3001522;NA;2017;3299154;NA;1641679.83;0.868173213456373;100;"Scope 2 (location-based)";293647;2605841;2605841;349000;3001522;3001522;"8825-abs-S2L-2015-2040-1";"S2L";"Scope 2";"";"S2L";"absolute";2605841;2605841;0;2605841;0;1;964161.17;2474506.6136;2864237.12986745
"INDUS Holding AG";"Germany";"South Africa";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2014;12;2020;184;184;NA;2017;154.23;NA;NA;0.0395663956639566;100;"Scope 1 +2 (market-based)";231.4;2776.2;2776.2;20097;55917;55917;"9044-abs-S12M-2014-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";7.28021680216802;7.28021680216802;231.4;2776.2;0.0769384226625881;1;6.40659078590786;6.84340379403794;6.10232520325203
"INDUS Holding AG";"Germany";"South Africa";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2014;42.5;2040;184;184;NA;2017;154.23;NA;NA;0.0395663956639566;100;"Scope 1 +2 (market-based)";231.4;2776.2;2776.2;20097;55917;55917;"9044-abs-S12M-2014-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";7.28021680216802;7.28021680216802;231.4;2776.2;0.0769384226625881;1;4.18612466124661;6.92320617052324;6.10232520325203
"JCDecaux SA.";"France";"South Africa";"Web & marketing services";"Services";"Marketing";2012;15;2020;187978;206418;NA;2017;240162;NA;766.902525795088;0.0271983078088957;91;"Scope 2 (location-based)";387;6532;2938;32432;240162;111840;"9731-abs-S2L-2012-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";5112.6835053006;5112.68350530059;0;6532;0;1;4345.7809795055;4633.36942667866;6532.00000000001
"LIXIL Group Corporation";"Japan";"South Africa";"Other materials";"Materials";"Other non-wood building materials";2015;30;2030;1146238;752917;NA;2018;1198717.17;NA;6495.84625515792;0.0188903359080107;100;"Scope 1+2 (location-based)";7409.78;15234.39;15234.39;580867.77;617849.4;575065.95;"9863-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";21652.8208505264;21652.8208505264;7409.78;15234.39;0.327226831453747;1;15156.9745953685;20353.6515994948;22644.17
"LIXIL Group Corporation";"Japan";"South Africa";"Other materials";"Materials";"Other non-wood building materials";2015;15;2030;105204701;NA;NA;2018;111224397;NA;NA;NA;100;"Scope 3: Use of sold products";7409.78;15234.39;15234.39;580867.77;617849.4;575065.95;"9863-abs-S3-2015-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"JPMorgan Chase & Co.";"United States of America";"South Africa";"Financial services";"Services";"Banks";2005;50;2020;1392704;1392704;NA;2017;675072;NA;150.426935437998;0.000216021402161547;100;"Scope 1 +2 (market-based)";2.01;143.82;143.82;78229;770704;596843;"9871-abs-S12M-2005-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";300.853870875995;300.853870875996;2.01;143.82;0.0137831721867928;1;150.426935437998;180.512322525598;145.83
"Kellogg Company";"United States of America";"South Africa";"Food & beverage processing";"Food, beverage & agriculture";"Baked goods & cereals";2015;65;2050;1350972;1357137;NA;2017;1305779.5;NA;13989.451507231;0.015930924614313;100;"Scope 1+2 (location-based)";8074;12716;12716;553784;751225;751225;"10056-abs-S12L-2015-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";21522.2330880477;21522.2330880477;8074;12716;0.388359788359788;1;7532.78158081669;20722.8358590631;20802.2747774153
"Kellogg Company";"United States of America";"South Africa";"Food & beverage processing";"Food, beverage & agriculture";"Baked goods & cereals";2015;50;2050;NA;5064464;NA;2017;11803000;NA;NA;NA;100;"Scope 3: Purchased goods & services";8074;12716;12716;553784;751225;751225;"10056-abs-S3-2015-2050-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"L'Oréal";"France";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2025;120450;120450;NA;2017;101838;NA;5095;0.0422997094229971;100;"Scope 1 +2 (market-based)";584;4095;4511;61963;170239;58487;"10389-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5095;5095;584;4511;0.114622178606477;1;0;4528.88888888889;4307.71780821918
"L'Oréal";"France";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2016;25;2030;9880648;8039244;120450;2017;9743556;101838;1565.50483975856;0.0422997094229971;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";584;4095;4511;61963;170239;58487;"10389-abs-S12M3-2016-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";417948.539310917;6262.01935903424;584;4511;0.114622178606477;0.0149827521095267;4696.51451927568;6150.19758476577;4307.71780821918
"L'Oréal";"France";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2005;60;2020;240844;NA;NA;2017;NA;NA;1652.58095082503;0.0114360398627675;100;"Other, please specify: Scope 1 + Scope 2 (Operations sites)";770;1675;1675;67331;125125;125125;"10389-abs-S12X-2005-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";2754.30158470838;2754.30158470838;770;1675;0.314928425357873;1;1101.72063388335;1432.23682404836;1432.23682404836
"L'Oréal";"France";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2015;100;2020;400000;NA;NA;2017;NA;NA;3473.13237221494;0.00868283093053735;100;"Other, please specify: Scope1+Scope2+Downstream transportation";530;4109;4870;61040;144236;80652;"10389-abs-S12X-2015-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";3473.13237221494;3473.13237221494;530;4870;0.0981481481481482;1;0;2083.87942332896;2083.87942332896
"L'Oréal";"France";"South Africa";"Chemicals";"Manufacturing";"Personal care & household products";2016;60;2020;39879;NA;NA;2017;NA;NA;225.515252650775;0.00942497942320417;98;"Other, please specify: Scope 1+Scope 2 (Admin & Research sites)";584;4095;4511;61963;170239;58487;"10389-abs-S12X-2016-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";375.858754417959;375.858754417958;584;4511;0.114622178606477;1;150.343501767183;319.479941255265;319.479941255265
"LANXESS AG";"Germany";"South Africa";"Chemicals";"Manufacturing";"Other base chemicals";2015;9;2025;4641000;4718000;NA;2017;5093000;NA;18350.826810089;0.0439340822382365;100;"Scope 1 +2 (market-based)";94373;100278;112908;1643000;4508000;3075000;"10480-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";203898.075667656;203898.075667656;94373;112908;0.4552901616646;1;185547.248857567;200227.910305638;223756.280839338
"LANXESS AG";"Germany";"South Africa";"Chemicals";"Manufacturing";"Other base chemicals";2015;35;2035;4641000;4718000;NA;2017;5093000;NA;71364.3264836795;0.0439340822382365;100;"Scope 1 +2 (market-based)";94373;100278;112908;1643000;4508000;3075000;"10480-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";203898.075667656;203898.075667656;94373;112908;0.4552901616646;1;132533.749183976;196761.643019288;223756.280839338
"LANXESS AG";"Germany";"South Africa";"Chemicals";"Manufacturing";"Other base chemicals";2015;45;2040;4641000;4718000;NA;2017;5093000;NA;91754.1340504451;0.0439340822382365;100;"Scope 1 +2 (market-based)";94373;100278;112908;1643000;4508000;3075000;"10480-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";203898.075667656;203898.075667656;94373;112908;0.4552901616646;1;112143.941617211;196557.74494362;223756.280839338
"LEGRAND";"France";"South Africa";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2016;15;2030;57000;57336;NA;2017;58118;NA;4.6227501046463;0.000540672526859216;100;"Scope 1";31;0;0;57336;118923;118923;"10609-abs-S1-2016-2030-1";"S1";"Scope 1";"S1";"";"absolute";30.8183340309753;30.8183340309753;31;0;1;1;26.195583926329;30.4881375949292;31.4228059160039
"LEGRAND";"France";"South Africa";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2016;0;2030;1800000;2724584;NA;2017;1918841;NA;NA;NA;100;"Scope 3 (upstream & downstream)";31;0;0;57336;118923;118923;"10609-abs-S3-2016-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Lexmark International, Inc.";"United States of America";"South Africa";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2015;10;2020;122938;122938;NA;2017;115244;NA;22.8008884418954;0.00185466563974486;98;"Scope 1+2 (location-based)";0;248.03;248.03;20996;112737;112737;"10666-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";228.008884418954;228.008884418954;0;248.03;0;1;205.207995977059;218.888529042196;213.739086986757
