"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
61555;"Palladio Group SPA";"Supply Chain";"public";"Italy";"Paper products & packaging";"Manufacturing";"Paper products";"Paper products & packaging";"Manufacturing";"Paper products";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based) +3 (upstream & downstream)";2019;27325;100;2030;15.6;23062.3;27325;0;"Replaced";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;11;0;1.41818181818182;2019;"2019-12-31";23304;"C6 2020 S1, C6 2020 S2M, C6 2020 S3.01, C6 2020 S3.02, C6 2020 S3.03, C6 2020 S3.04, C6 2020 S3.06, C6 2020 S3.07, C6 2020 S3.08, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: upstream completeness: 1 downstream completeness: 1";"public";8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";23304;"C6 2020 S1, C6 2020 S2M, C6 2020 S3.01, C6 2020 S3.02, C6 2020 S3.03, C6 2020 S3.04, C6 2020 S3.06, C6 2020 S3.07, C6 2020 S3.08, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: upstream completeness: 1 downstream completeness: 1";"public";8435.3;"C5.1 2020 , C5.1 2020";4262.7;1542.96057801236;"-0cb-0da-0db-0zd-7f-5ad";NA;"61555-abs-S12M3-2019-2030-1";3.14624390243902;3;1243;3171;5819;"Global";1243;5819;3171;1;1542.96057801236;"S12M3";"S12M";1
61555;"Palladio Group SPA";"Supply Chain";"public";"Italy";"Paper products & packaging";"Manufacturing";"Paper products";"Paper products & packaging";"Manufacturing";"Paper products";2020;"Abs 3";2019;"Company-wide";"Scope 1+2 (market-based)";2019;8435;100;2050;82.3;1492.995;8435;0;"Replaced";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;31;0;2.65483870967742;2019;"2019-12-31";8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;6942.005;NA;"-0cb-0fa-0fa-0da-0db-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 8435.3).";"61555-abs-S12M-2019-2050-1";3.483;1;1243;3171;5819;"Global";1243;5819;3171;1;NA;"S12M";"S12M";1
61555;"Palladio Group SPA";"Supply Chain";"public";"Italy";"Paper products & packaging";"Manufacturing";"Paper products";"Paper products & packaging";"Manufacturing";"Paper products";2020;"Abs 4";2019;"Company-wide";"Scope 1+2 (market-based) +3 (upstream & downstream)";2019;27325;100;2050;42.5;15711.875;27325;0;"Replaced";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;31;0;1.37096774193548;2019;"2019-12-31";23304;"C6 2020 S1, C6 2020 S2M, C6 2020 S3.01, C6 2020 S3.02, C6 2020 S3.03, C6 2020 S3.04, C6 2020 S3.06, C6 2020 S3.07, C6 2020 S3.08, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: upstream completeness: 1 downstream completeness: 1";"public";8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";23304;"C6 2020 S1, C6 2020 S2M, C6 2020 S3.01, C6 2020 S3.02, C6 2020 S3.03, C6 2020 S3.04, C6 2020 S3.06, C6 2020 S3.07, C6 2020 S3.08, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: upstream completeness: 1 downstream completeness: 1";"public";8435.3;"C5.1 2020 , C5.1 2020";11613.125;4203.57849779008;"-0cb-0da-0db-0zd-7f-5ad";NA;"61555-abs-S12M3-2019-2050-1";3.425;2;1243;3171;5819;"Global";1243;5819;3171;1;4203.57849779008;"S12M3";"S12M";1
61669;"Cataler Corporation";"Supply Chain";"public";"Japan";"Transportation equipment";"Manufacturing";"Automobiles";"Transportation equipment";"Manufacturing";"Automobiles";2020;"Abs 1";2017;NA;"Scope 1";2013;44398;100;2030;13.74;38297.7148;52464;-132.223326214322;"Underway";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;13;0.153846153846154;0.808235294117647;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6100.2852;NA;"-0cb-0da-0db-0zd-7f-5ad";NA;"61669-abs-S1-2013-2030-1";2.45764390243902;1;46000;NA;NA;"Global";46000;NA;NA;1;NA;"S1";"S1";1
61686;"COSBOND";"Supply Chain";"public";"China, Hong Kong Special Administrative Region";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (location-based)";2018;15.65;100;2030;25;11.7375;13.83;46.517571884984;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;12;0.0833333333333333;2.08333333333333;2019;"2019-12-31";15.65;"C6 2019 S1, C6 2019 S2L";"public";NA;NA;NA;13.835;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;3.9125;NA;"-0zc-7f-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 15.65).";"61686-abs-S12L-2018-2030-1";2.90024390243902;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
61705;"SH ZIJIANG INT'L";"Supply Chain";"public";"China";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2017;"Company-wide";"Scope 1";2016;23.61;100;2021;20;18.888;19.83;80.0508259212199;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;4;0.5;4;2019;"2019-12-31";17.78;"CCDS 2017 S1";"public";NA;NA;NA;19.83;"C6 2020 S1";"public";NA;NA;4.722;NA;"-0e-0zb-7f-0zc-7f-0zd-7f-0wanq-0waoq-2bn-2bo-2fbnq-5ab";"Base year emissions check: -0wanq: stated base year emissions are 33% higher than calculated base year emissions (CCDS 2017 | TOTAL 17.78). -0waoq: stated base year emissions are 33% higher than calculated base year emissions (DWH 2017 | TOTAL 17.78).";"61705-abs-S1-2016-2021-1";2.51585365853659;2;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S1";"S1";NA
61705;"SH ZIJIANG INT'L";"Supply Chain";"public";"China";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 2";2017;"Company-wide";"Scope 2 (location-based)";2016;47.52;100;2025;10;42.768;43.49;84.8063973063973;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"poor";NA;NA;8;0.25;1.11111111111111;2019;"2019-12-31";73.59;"CCDS 2017 S2L";"public";NA;NA;NA;43.49;"C6 2020 S2L";"public";NA;NA;4.752;NA;"-0e-0zb-7f-0zc-7f-0zd-7f-0wbn-0wbo-2bn-2bo-2fbnz-5ac";"Base year emissions check: -0wbn: stated base year emissions are 35% lower than calculated base year emissions (CCDS 2017 | TOTAL 73.59). -0wbo: stated base year emissions are 35% lower than calculated base year emissions (DWH 2017 | TOTAL 73.59).";"61705-abs-S2L-2016-2025-1";2.08780487804878;5;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S2L";"S2L";NA
61742;"Wacom Co. Ltd";"Supply Chain";"public";"Japan";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2020;"Abs 1";2014;"Country/region";"Scope 2 (market-based)";2014;1307;100;2025;10.5;1169.765;1243;46.6353335519365;"Achieved";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;11;0.454545454545455;0.954545454545455;2020;"2020-03-31";NA;NA;NA;NA;NA;NA;1026;"C6 2020 S2M";"public";NA;NA;137.235;NA;"-0da-0db-0zd-7f-5ad";NA;"61742-abs-S2M-2014-2025-1";2.09280487804878;1;0;1026;1100;"Global";0;1100;1026;1;NA;"S2M";"S2M";1
62295;"CHINA PRECISION DIECASTING INC.";"Supply Chain";"public";"Taiwan, Greater China";"Metal smelting, refining & forming";"Materials";"Metal processing";"Metal smelting, refining & forming";"Materials";"Metal processing";2020;"Abs 1";2020;"Company-wide";"Scope 1";2019;2215.68;100;2030;5;2104.896;22150.68;-17994.4757365685;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;10;-0.1;0.454545454545455;2019;"2019-12-31";2215.68;"C5.1 2020 S1";"public";NA;NA;NA;2215.68;"C5.1 2020 S1";"public";NA;NA;110.784;NA;"-0cb-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 2215.68).";"62295-abs-S1-2019-2030-1";2.37024390243902;1;2215.68;NA;2462.91;"Global";2215.68;2462.91;NA;1;NA;"S1";"S1";1
62295;"CHINA PRECISION DIECASTING INC.";"Supply Chain";"public";"Taiwan, Greater China";"Metal smelting, refining & forming";"Materials";"Metal processing";"Metal smelting, refining & forming";"Materials";"Metal processing";2020;NA;2020;"Company-wide";"Scope 2 (location-based)";2019;2462.91;100;2030;3;2389.0227;2462.91;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;10;-0.1;0.272727272727273;2019;"2019-12-31";2462.91;"C5.1 2020 S2L";"public";NA;NA;NA;2462.91;"C5.1 2020 S2L";"public";NA;NA;73.8873;NA;"-0cb-0hb-0db-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 2462.91).";"62295-abs-S2L-2019-2030-1";2.02024390243902;2;2215.68;NA;2462.91;"Global";2215.68;2462.91;NA;1;NA;"S2L";"S2L";1
62296;"COMPASS CORPORATION";"Supply Chain";"public";"Taiwan, Greater China";"Biotech & pharma";"Biotech, health care & pharma";"Biotech & pharma, Biotechnology";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2020;"Abs 1";2019;"Company-wide";"Scope 1";2018;22.86;100;2030;5;21.717;34.01;-975.503062117235;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;11;0;0.416666666666667;2019;"2019-12-31";22.86;"C5.1 2020 S1";"public";NA;NA;NA;34.01;"C6 2020 S1";"public";NA;NA;1.143;NA;"-0cb-0zd-7f-0vk-0tc-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 22.86).; Found keyword(s): ????,??,??????";"62296-abs-S1-2018-2030-1";2.37024390243902;1;34.01;NA;433.06;"Global";34.01;433.06;NA;1;NA;"S1";"S1";1
62296;"COMPASS CORPORATION";"Supply Chain";"public";"Taiwan, Greater China";"Biotech & pharma";"Biotech, health care & pharma";"Biotech & pharma, Biotechnology";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2020;"Abs 2";2019;"Company-wide";"Scope 2 (location-based)";2018;619.42;100;2030;5;588.449;433.06;601.724193600465;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;11;0;0.416666666666667;2019;"2019-12-31";619.42;"C5.1 2020 S2L";"public";NA;NA;NA;433.06;"C6 2020 S2L";"public";NA;NA;30.971;NA;"-0ca-0zd-7f-0vk-0tc-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 619.42).; Found keyword(s): ??????????66?";"62296-abs-S2L-2018-2030-1";2.04024390243902;2;34.01;NA;433.06;"Global";34.01;433.06;NA;1;NA;"S2L";"S2L";1
62319;"ZHEJIANG YIDA ELECTRIC APPLIANCE CO., LTD.";"Supply Chain";"public";"China";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2020;"Abs 1";2020;"Company-wide";"Scope 2 (location-based)";2019;804.6;100;2028;10;724.14;800;5.71712652249568;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;8;-0.125;1.11111111111111;2019;"2019-12-31";804.6;"C5.1 2020 S2L";"public";NA;NA;NA;804.6;"C5.1 2020 S2L";"public";NA;NA;80.46;NA;"-0hb-0zd-7f-0vk-0tc-2ea-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 804.6).; Found keyword(s): ??????????";"62319-abs-S2L-2019-2028-1";2.08926829268293;1;0;NA;804.6;"Global";0;804.6;NA;1;NA;"S2L";"S2L";1
62862;"Grant Thornton UK";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Specialized professional services";"Services";"Other professional services";"Specialized professional services";"Services";"Other professional services";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2018;1899;95;2023;21;1500.21;277;406.730359336994;"Achieved";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;5;0;4.2;2019;"2019-06-30";2527.7;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;NA;NA;NA;NA;NA;398.79;NA;"-0ca-0db-0zc-7ga-0zd-7f-0wbkq-0vm-2ak-2fakq-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 21% lower than calculated base year emissions (C5.1 2020 | TOTAL 2401.315). -0vm: stated base year emissions are 95% of calculated base year emissions (C6 2019 | TOTAL 1801.865).";"62862-abs-S12M-2018-2023-1";2.80682926829268;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12M";"S12M";NA
63525;"Logtek Ltd";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental, Vehicles & machinery rental & leasing";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental";2020;"Abs 1";2015;"Company-wide";"Scope 1";2015;1596.18;100;2020;5;1516.371;1299.84;371.311506221103;"Achieved";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;5;0.8;1;2019;"2019-12-31";1596.18;"C5.1 2020 S1";"public";NA;NA;NA;1299.84;"C6 2020 S1";"public";NA;NA;79.809;NA;"-0ca-0zd-7f-0vk-0vo-0rce-0rcb-0rea-0rad-0rea-0rcd-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 1596.18). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 1596.18).; Organizational changes: Change in boundary: 0.05% increased in 2019,  Acquisitions: 0.08% decreased in 2019, Other: 16.41% increased in 2018, Change in methodology: 111.56% increased in 2017,  Other: 8.78% increased in 2017, Change in methodology: 0.23% increase in 2016,  Other: 2.86% decrease in 2016";"63525-abs-S1-2015-2020-1";2.36536585365854;2;1299.84;NA;412.39;"Global";1299.84;412.39;NA;1;NA;"S1";"S1";1
63525;"Logtek Ltd";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental, Vehicles & machinery rental & leasing";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental";2020;"Abs 2";2015;"Company-wide";"Scope 2 (location-based)";2015;649.29;100;2020;5;616.8255;412.39;729.720155862558;"Achieved";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;5;0.8;1;2019;"2019-12-31";649.29;"C5.1 2020 S2L";"public";NA;NA;NA;412.39;"C6 2020 S2L";"public";NA;NA;32.4645;NA;"-0ca-0zd-7f-0vk-0vo-0rce-0rcb-0rea-0rad-0rea-0rcd-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 649.29). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 649.29).; Organizational changes: Change in boundary: 0.05% increased in 2019,  Acquisitions: 0.08% decreased in 2019, Other: 16.41% increased in 2018, Change in methodology: 111.56% increased in 2017,  Other: 8.78% increased in 2017, Change in methodology: 0.23% increase in 2016,  Other: 2.86% decrease in 2016";"63525-abs-S2L-2015-2020-1";2.03536585365854;3;1299.84;NA;412.39;"Global";1299.84;412.39;NA;1;NA;"S2L";"S2L";1
63525;"Logtek Ltd";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental, Vehicles & machinery rental & leasing";"Trading, wholesale, distribution, rental & leasing";"Retail";"Consumer goods wholesale & rental";2020;"Abs 4";2020;"Company-wide";"Other, please specify: Scope 1 - Business Travel";2019;85.55;100;2024;5;81.2725;85.55;0;"New";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;4;-0.25;1;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2775;NA;"-0cb-0zd-7f-5ad";NA;"63525-abs-S1-2019-2024-1";2.36731707317073;1;1299.84;NA;412.39;"Global";1299.84;412.39;NA;1;NA;"S1";"S1";1
63537;"TÜRKİYE KALKINMA BANKASI A.Ş.";"Investor";"public";"Turkey";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (location-based)";2019;1086.79;100;2020;5;1032.4505;1086.79;0;"New";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;1;0;5;2019;"2019-12-31";1086.8;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;1086.8;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;54.3395;NA;"-0ab-0aa-0cb-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 1086.8).";"63537-abs-S12L-2019-2020-1";2.69536585365854;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
63625;"Tosoh SMD";"Supply Chain";"public";"United States of America";"Chemicals";"Materials";"Specialty chemicals";"Chemicals";"Materials";"Specialty chemicals";2020;"Abs 3";2019;"Site/facility";"Scope 2 (location-based)";2019;10571;100;2021;6.6;9873.314;10571;0;"New";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;2;0;3.3;2020;"2020-03-31";10086;"C6 2019 S2L";"public";NA;NA;NA;10571;"C6 2020 S2L";"public";NA;NA;697.686;NA;"-0cb-0fb-0da-0db-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 95% of calculated base year emissions (C6 2019 | TOTAL 10086).";"63625-abs-S2L-2019-2021-1";2.05185365853659;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S2L";"S2L";NA
63671;"IHS Markit Ltd.";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"IT & software development, Specialized professional services";"Services";"Other financial, Other professional services, Software";"Specialized professional services";"Services";"Other financial";2020;"Abs 1";2020;"Company-wide";"Scope 2 (market-based)";2016;20248;45;2020;14;17413.28;17413;100.009877518767;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"poor";NA;NA;0;NA;3.5;2019;"2019-11-30";20248;"C5.1 2020 S2M";"public";NA;NA;NA;NA;NA;NA;NA;NA;2834.72;NA;"-0ca-0fb-0zd-7f-0wak-0rec-0rcb-2ak-2fakz-5ac";"Base year emissions check: -0wak: stated base year emissions are 122% higher than calculated base year emissions (C5.1 2020 | TOTAL 9111.6).; Organizational changes: Other: 2.4% decreased in 2018,  Acquisitions: 2.5% increased in 2018";"63671-abs-S2M-2016-2020-1";1.57536585365854;1;509;NA;26432;"Global";509;26432;NA;1;NA;"S2M";"S2M";1
63672;"Corporación Inmobiliaria Vesta S.A.B de C.V.";"Investor";"public";"Mexico";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2020;"Abs 1";2019;"Other, please specify: Leased areas (managed by tenant) and common areas and office spaces (managed by Vesta)";"Scope 1+2 (location-based) +3 (downstream)";2018;718;57;2030;20;574.4;758;-27.8551532033426;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;11;0;1.66666666666667;2019;"2019-12-31";NA;NA;NA;717.7;"C5.1 2020 S1, C5.1 2020 S2L";"public";127676;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.13: downstream completeness: 1";"public";768;"C6 2020 , C6 2020";143.6;0.863786459475548;"-0cb-0fb-0fb-0zd-7f-0rea-5ad";"Organizational changes: Other: 6.5% increased in 2019";"63672-abs-S12L3-2018-2030-1";2.76024390243902;1;50;NA;718;"Global";50;718;NA;1;0.863786459475548;"S12L3";"S12L";1
