"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
37;13341;"Nippon Yusen Kaisha Line";"Scope 2 (market-based)";2018;2019;"Other, please specify: <U+5F53><U+793E><U+672C><U+5E97>";0.5;50026.96;51288.66;0;1927803.97;0
5;13349;"NOK Corporation";"Scope 1+2 (location-based)";2018;2030;"Company-wide";30;1975455;954845;0;1818300;0
14;13351;"Nomura Holdings, Inc.";"Scope 1+2 (market-based)";2012;2030;"Company-wide";32;1261008;0;0;735014;0
14;13351;"Nomura Holdings, Inc.";"Scope 1+2 (market-based)";2012;2050;"Company-wide";65;1261008;0;0;735014;0
1;13352;"Nissan Chemical Corporation";"Scope 1+2 (market-based)";2011;2021;"Company-wide";20;449061;0;0;345515;0
3;13360;"Nokia Group";"Scope 1+2 (market-based)";2014;2030;"Company-wide";41;2130000;2036802;0;1356713.829;0
3;13360;"Nokia Group";"Scope 3: Use of sold products";2014;2030;"Product-level";75;99180000;0;0;105930000;0
21;13363;"Nissan Motor Co., Ltd.";"Scope 1+2 (market-based) +3 (downstream)";2000;2030;"Company-wide";5;2835000000;0;0;3315744726;61710726
21;13363;"Nissan Motor Co., Ltd.";"Scope 1+2 (market-based) +3 (downstream)";2000;2050;"Company-wide";50;2835000000;0;0;3315744726;61710726
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 1+2 (market-based)";2018;2030;"Company-wide";30;4573173;0;0;4773021;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: Business travel";2018;2030;"Company-wide";15;48345;0;0;48345;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: Downstream transportation and distribution";2018;2030;"Company-wide";15;2784441;0;0;2784441;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: Employee commuting";2018;2030;"Company-wide";15;219208;0;0;219208;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: End-of-life treatment of sold products";2018;2030;"Company-wide";15;978461;0;0;978461;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: Purchased goods & services";2018;2030;"Company-wide";15;25605173;0;0;25605173;0
11;13366;"Nissin Foods Holdings Co., Ltd.";"Scope 3: Upstream transportation & distribution";2018;2030;"Company-wide";15;4114319;0;0;4114319;0
9;13367;"Nisshin Seifun Group Inc.";"Scope 1+2 (location-based)";2013;2030;"Country/region";26;2075548.14;0;0;2467721.43;0
9;13375;"Nitto Denko Corporation";"Scope 1+2 (market-based)";2013;2025;"Company-wide";5.5;6949071;0;0;0;0
7;13392;"Nobia";"Scope 2 (market-based)";2016;2020;"Business activity";100;139762;0;0;4501;0
14;13397;"Norsk Hydro";"Scope 1+2 (location-based)";2018;2030;"Company-wide";30;186200000;173876612;0;177648366;0
6;13401;"Nomura Research Institute, Ltd.";"Scope 1+2 (market-based)";2013;2030;"Company-wide";55;645376.8;0;0;361943.4;0
1;13483;"Eversource Energy";"Scope 1+2 (location-based)";2019;2030;"Company-wide";100;656872;656872.4;0;656872.4;0
20;13488;"Northrop Grumman Corp";"Scope 1+2 (location-based)";2010;2020;"Company-wide";30;14654720;14654720;0;9699180;0
10;13520;"Novo Nordisk A/S";"Scope 1+2 (location-based) +3 (upstream)";2018;2030;"Company-wide";100;2780000;16894550;2255390;17501690;2394980
10;13520;"Novo Nordisk A/S";"Scope 1+2 (market-based)";2018;2030;"Company-wide";100;1760000;1777860;0;1609540;0
10;13520;"Novo Nordisk A/S";"Scope 3: Business travel";2018;2030;"Company-wide";100;630000;535770;0;650000;0
10;13520;"Novo Nordisk A/S";"Scope 3: Downstream transportation and distribution";2018;2030;"Company-wide";100;390000;0;0;0;0
7;13521;"Novozymes A/S";"Scope 1+2 (market-based)";2018;2019;"Company-wide";0;3029537;3060134;0;2311267;0
7;13521;"Novozymes A/S";"Scope 1+2 (market-based)";2018;2030;"Company-wide";50;3060134;3060134;0;2311267;0
7;13521;"Novozymes A/S";"Scope 3: Purchased goods & services";2018;2030;"Company-wide";15;3510451;3510451;0;3359475;0
8;13521;"Novozymes A/S";"Scope 3: Use of sold products";2015;2020;"Company-wide";100;800000000;0;0;0;0
20;13524;"Novartis";"Scope 1+2 (market-based)";2016;2025;"Company-wide";100;19464000;19464000;0;17940540;0
20;13524;"Novartis";"Scope 1+2 (market-based) +3 (upstream & downstream)";2016;2030;"Other, please specify: Value Chain";50;132536000;0;0;138952920;17940540
3;13562;"NRG Energy Inc";"Scope 1+2 (location-based)";2014;2050;"Company-wide";99;189000000;216762000;0;126561000;0
3;13562;"NRG Energy Inc";"Scope 1+2 (market-based)";2014;2025;"Company-wide";50;189000000;216762000;0;0;0
31;13566;"NSK Ltd.";"Scope 1+2 (market-based)";2017;2021;"Company-wide";7;31577902;0;0;26016533;0
31;13566;"NSK Ltd.";"Scope 1+2 (market-based)";2017;2030;"Company-wide";25;31577902;0;0;26016533;0
31;13566;"NSK Ltd.";"Scope 1+2 (market-based)";2017;2050;"Company-wide";60;31577902;0;0;26016533;0
9;13573;"NTT Data Corporation";"Scope 1+2 (market-based)";2016;2030;"Company-wide";60;3406914;0;0;2457693;0
9;13573;"NTT Data Corporation";"Scope 3 (upstream & downstream)";2016;2030;"Company-wide";55;20609865;31363389;0;22929210;0
1;13575;"NTT DOCOMO, INC.";"Other, please specify: Scope 3: Purchased goods & services , Capital goods";2019;2030;"Company-wide";13.53;3950156;0;0;0;0
1;13575;"NTT DOCOMO, INC.";"Scope 1+2 (market-based)";2019;2030;"Company-wide";46.2;1469488;1550556.8;0;1469487.85;0
10;13577;"NTN Corporation";"Scope 1+2 (location-based)";2018;2019;"Country/region";1.3;2903370;6411550;0;6057840;0
10;13577;"NTN Corporation";"Scope 1+2 (location-based)";2018;2019;"Country/region";2.3;3839040;6411550;0;6057840;0
1;13579;"NUCERIA ADESIVI SRL";"Scope 3: End-of-life treatment of sold products";2014;2025;NA;100;6049;0;0;6250;0
1;13579;"NUCERIA ADESIVI SRL";"Scope 3: Waste generated in operations";2014;2025;NA;100;3930;0;0;20.55;0
1;13620;"Obayashi Corporation";"Scope 1+2 (market-based)";2014;2020;"Company-wide";15;229000;236381;0;197064;0
1;13620;"Obayashi Corporation";"Scope 1+2 (market-based)";2014;2022;"Company-wide";8;229000;236381;0;197064;0
1;13620;"Obayashi Corporation";"Scope 1+2 (market-based)";2014;2051;"Company-wide";85;402000;236381;0;197064;0
1;13627;"Nykredit";"Scope 1";2017;2019;"Company-wide";100;114;186;0;78;0
1;13627;"Nykredit";"Scope 1+2 (location-based) +3 (upstream & downstream)";2012;2020;"Company-wide";65;10821;0;8439;2686.2;1260
3;13649;"Occidental Petroleum Corporation";"Scope 1+2 (location-based)";2013;2025;"Business division";4.6;24245610;53100000;0;86550591;0
1;13793;"Österreichische Post AG";"Scope 1";2018;2030;"Company-wide";100;18973;44143;0;45301;0
1;13793;"Österreichische Post AG";"Scope 1+2 (location-based) +3 (upstream)";2013;2025;"Company-wide";14;70383;51455;58302;108225;65925
1;13813;"OGE Energy Corp.";"Scope 1";2005;2019;"Company-wide";40;21445571;21445571;0;12590293;0
1;13813;"OGE Energy Corp.";"Scope 1";2005;2030;"Company-wide";50;21445571;21445571;0;12590293;0
5;13843;"Oki Electric Industry Co., Ltd";"Scope 1+2 (market-based) +3 (upstream & downstream)";2013;2030;"Company-wide";40;13865000;0;0;0;0
10;13870;"OMV AG";"Scope 1";2020;2025;"Company-wide";100;10000000;0;0;106299556;0
12;13889;"OMRON Corporation";"Scope 1+2 (market-based)";2016;2020;"Company-wide";4;3004536;3340980;0;1449876;0
12;13889;"OMRON Corporation";"Scope 1+2 (market-based)";2016;2030;"Company-wide";32;3004536;3340980;0;1449876;0
12;13889;"OMRON Corporation";"Scope 1+2 (market-based)";2016;2050;NA;100;3004536;3340980;0;1449876;0
12;13889;"OMRON Corporation";"Scope 3: Use of sold products";2016;2030;"Company-wide";18;129435912;0;0;109455912;0
2;13899;"Singtel";"Scope 1+2 (market-based)";2015;2030;"Company-wide";42;1103570;1096086;0;0;0
5;13909;"Ono Pharmaceutical Co., Ltd.";"Scope 1+2 (location-based)";2005;2020;"Business activity";23;133267.05;0;0;129892.02;0
5;13909;"Ono Pharmaceutical Co., Ltd.";"Scope 1+2 (market-based)";2017;2030;"Company-wide";55;149585.75;0;0;137027.94;0
5;13909;"Ono Pharmaceutical Co., Ltd.";"Scope 1+2 (market-based)";2017;2050;"Company-wide";100;149585.75;0;0;137027.94;0
5;13909;"Ono Pharmaceutical Co., Ltd.";"Scope 3 (upstream & downstream)";2017;2030;"Company-wide";30;375350.45;681067.35;0;256946.7;0
5;13909;"Ono Pharmaceutical Co., Ltd.";"Scope 3 (upstream & downstream)";2017;2050;"Company-wide";60;375350.45;681067.35;0;256946.7;0
4;14013;"Oracle Corporation";"Scope 1+2 (market-based)";2015;2020;"Business division";20;1494504;1838064;0;1462168;0
4;14013;"Oracle Corporation";"Scope 1+2 (market-based)";2015;2025;"Company-wide";26;1838064;1838064;0;1462168;0
4;14013;"Oracle Corporation";"Scope 1+2 (market-based)";2015;2050;"Company-wide";65;1838064;1838064;0;1462168;0
4;14013;"Oracle Corporation";"Scope 3: Business travel";2019;2025;"Company-wide";25;695228;695228;0;695228;0
3;14049;"Origin Energy";"Scope 1+2 (market-based)";2017;2032;"Company-wide";50;54738000;57345990;0;60774789;0
3;14049;"Origin Energy";"Scope 3 (upstream & downstream)";2017;2032;"Other, please specify: This SBTi approved Scope 3 target covers all supply chain emissions incurred within the domestic market (Liquefied Petroleum Gas (LPG) and Corporate Scope 3 emissions are excluded as their emissions are not material).";25;82353000;108778128;0;117537038.553;0
23;14057;"Orkla ASA";"Other, please specify: Scope 3: Water consumption";2014;2020;"Company-wide";20;155089;0;0;0;0
23;14057;"Orkla ASA";"Scope 1+2 (market-based)";2014;2025;"Company-wide";63;5028904;4821904;0;3008565.6;0
23;14057;"Orkla ASA";"Scope 1+2 (market-based)";2014;2040;"Company-wide";77;5028904;4821904;0;3008565.6;0
23;14057;"Orkla ASA";"Scope 3 (upstream & downstream)";2014;2025;"Company-wide";29;30036091;27994615.6;0;40696901.5;0
23;14057;"Orkla ASA";"Scope 3 (upstream & downstream)";2014;2040;"Company-wide";75;30036091;27994615.6;0;40696901.5;0
23;14057;"Orkla ASA";"Scope 3: Waste generated in operations";2014;2020;"Company-wide";30;127213;127219.9;0;194018.8;0
4;14112;"Outotec Oyj";"Scope 1+2 (market-based)";2017;2025;"Company-wide";13;48680;48680;0;41480;0
4;14112;"Outotec Oyj";"Scope 3: Use of sold products";2017;2025;"Company-wide";10;7056980;0;0;7090908;0
21;14132;"Owens Corning";"Scope 1+2 (market-based)";2018;2030;"Company-wide";50;80304567;81004119;0;77685153;0
21;14132;"Owens Corning";"Scope 3 (upstream & downstream)";2018;2030;"Company-wide";30;81735801;81735800.58;0;79475697;0
28;14292;"Panasonic Corporation";"Scope 1+2 (location-based)";2014;2031;"Company-wide";30;98000000;98000000;0;64736000;0
28;14292;"Panasonic Corporation";"Scope 1+2 (location-based)";2014;2051;"Company-wide";100;98000000;98000000;0;64736000;0
28;14292;"Panasonic Corporation";"Scope 3: Use of sold products";2014;2031;"Company-wide";30;2488640000;2324000000;0;2327640000;0
3;14516;"Peab AB";"Scope 1+2 (market-based) +3 (upstream & downstream)";2017;2045;"Company-wide";100;402147;494070;267603;356670.018;314340
13;14526;"Pearson";"Scope 1+2 (location-based) +3 (upstream & downstream)";2009;2020;"Company-wide";60;2733978;0;2275572;7327223.02;788262.02
13;14526;"Pearson";"Scope 1+2 (location-based) +3 (upstream & downstream)";2018;2030;"Company-wide";50;6232330;1100476.78;818714.52;7327223.02;788262.02
1;14548;"Pennon Group";"Scope 1+2 (location-based) +3 (downstream)";2015;2020;"Business activity";28.48;67113;1262593;1254141;2296269;2139518
1;14548;"Pennon Group";"Scope 1+2 (location-based) +3 (upstream)";2015;2020;"Business activity";0.94;102964;1302729;1254141;2573721;2139518
1;14548;"Pennon Group";"Scope 1+2 (location-based) +3 (upstream)";2015;2020;"Business division";11.8;170077;1302729;1254141;2573721;2139518
22;14562;"Pernod Ricard";"Scope 1+2 (market-based)";2018;2030;"Company-wide";30;6529864;6529864;0;6553646;0
52;14605;"PepsiCo, Inc.";"Scope 1+2 (market-based) +3 (upstream & downstream)";2015;2030;"Company-wide";20;3055265668;0;285207884;2883022272;258838840
8;14654;"Petróleo Brasileiro SA - Petrobras";"Scope 1+2 (location-based)";2015;2025;"Company-wide";0;624000000;632138520;0;472516988.8;0
2;14667;"PI Electronics";"Scope 1";2018;2019;"Company-wide";1.6;99.2;98.8;0;93.16;0
4;14667;"PI Electronics";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1.6;26952;27152.72;0;25341.84;0
2;14667;"PI Electronics";"Scope 1+2 (market-based)";2018;2019;NA;1.6;13476;13476254.8;0;12670.92;0
1;14678;"PG&E Corporation";"Other, please specify: Scope 1 + 3 (downstream)";1990;2020;"Company-wide";0;0;0;0;0;0
1;14678;"PG&E Corporation";"Scope 1+2 (market-based)";2016;2022;"Company-wide";10;1540000;4654064;0;4523170;0
7;14683;"Pfizer Inc.";"Scope 1+2 (location-based)";2000;2050;"Company-wide";60;24355716;0;0;10478468;0
7;14683;"Pfizer Inc.";"Scope 1+2 (location-based)";2012;2020;"Company-wide";20;14040110;14040110;0;10478468;0
1;14697;"Philips & Lite-On Digital Solutions Corp.";"Scope 1+2 (location-based)";2009;2019;"Company-wide";2;2345.16;2345.15;0;383.34;0
10;14709;"Koninklijke Philips NV";"Scope 1+2 (market-based)";2015;2025;"Company-wide";75;1451370;1451360;0;493520;0
10;14709;"Koninklijke Philips NV";"Scope 1+2 (market-based)";2015;2040;"Company-wide";90;1451370;1451360;0;493520;0
6;14709;"Koninklijke Philips NV";"Scope 3 (upstream & downstream)";2017;2025;"Company-wide";4;209243274;211219536;0;226029774;0
6;14709;"Koninklijke Philips NV";"Scope 3 (upstream & downstream)";2017;2040;"Company-wide";11;209243274;211219536;0;226029774;0
37;14712;"Philip Morris International";"Scope 1+2 (market-based)";2010;2030;"Company-wide";40;33819850;33819850;0;20567634;0
37;14712;"Philip Morris International";"Scope 1+2 (market-based)";2010;2040;"Company-wide";60;33819850;33819850;0;20567634;0
37;14712;"Philip Morris International";"Scope 1+2 (market-based) +3 (upstream & downstream)";2010;2030;"Company-wide";40;298304175;0;33819850;173252204;20567634
3;14766;"Pick 'n Pay Stores Ltd";"Scope 1+2 (location-based)";2015;2020;"Business division";10;1970295.15;2258131.14;0;2961690;0
1;14780;"Ping An Insurance Group Company of China Ltd";"Scope 1+2 (location-based) +3 (downstream)";2016;2021;"Company-wide";80;36433;0;0;727761;0
1;14783;"Pinnacle West Capital Corporation";"Scope 1+2 (market-based)";2005;2020;"Company-wide";32;16557441;0;0;12312496;0
1;14804;"Pinsent Masons LLP";"Scope 1+2 (location-based)";2014;2020;"Country/region";20;4823;4823;0;2046;0
14;14810;"Pirelli";"Scope 1+2 (market-based)";2015;2025;"Company-wide";25;12956678;12794530;0;11597432;0
12;14810;"Pirelli";"Scope 3: Purchased goods & services";2018;2025;"Other, please specify: Supply Chain: Purchsed goods & services";8.6;31200000;31200000;0;30046800;0
1;14820;"Piraeus Bank";"Scope 1+2 (location-based) +3 (upstream & downstream)";2014;2019;"Business division";30;59808.44;66926.44;56827.57;58231.27;37289.92
25;14821;"Pitney Bowes Inc.";"Scope 1+2 (market-based)";2015;2020;"Company-wide";8;1897550;1897550;0;1710900;0
1;14830;"PNC Financial Services Group, Inc.";"Scope 1+2 (location-based)";2009;2020;"Company-wide";30;480206;480205;0;212218;0
1;14830;"PNC Financial Services Group, Inc.";"Scope 1+2 (location-based)";2009;2035;"Company-wide";75;480206;480205;0;212218;0
1;14842;"Platinum Asset Management";"Scope 2 (location-based)";2019;2020;"Company-wide";5;284.51;1983.18;0;1983.18;0
1;14877;"The Navigator Company";"Scope 1+2 (market-based)";2018;2025;"Company-wide";40.8;769615;769615;0;0;0
1;14877;"The Navigator Company";"Scope 1+2 (market-based)";2018;2035;"Company-wide";86.1;769615;769615;0;0;0
33;14901;"Ralph Lauren Corporation";"Scope 1+2 (market-based) +3 (upstream & downstream)";2020;2030;"Company-wide";30;54936552;54936486;4179945;54936486;4179945
2;14928;"PPL Corporation";"Other, please specify: Scope 1 + 2 (location and market-based)";2010;2050;"Company-wide";70;125154592;0;0;0;0
4;14960;"Power Corporation of Canada";"Scope 1+2 (location-based)";2011;2020;"Company-wide";8;296.52;0;0;229027.68;0
4;14960;"Power Corporation of Canada";"Scope 1+2 (location-based)";2013;2025;"Country/region";27.3;89248.16;272442.16;0;229027.68;0
4;14960;"Power Corporation of Canada";"Scope 1+2 (location-based)";2013;2036;"Country/region";50.4;89248.16;272442.16;0;229027.68;0
4;14960;"Power Corporation of Canada";"Scope 1+2 (market-based)";2013;2020;"Company-wide";40;9324;272442.16;0;229027.68;0
4;14960;"Power Corporation of Canada";"Scope 1+2 (market-based)";2013;2036;"Company-wide";50;9324;272442.16;0;229027.68;0
1;15097;"Principal Financial Group, Inc.";"Scope 1+2 (location-based)";2010;2020;"Country/region";30;66922;66922;0;40620;0
1;15132;"Procter & Gamble Company";"Scope 1+2 (market-based)";2010;2020;"Company-wide";30;5422275;5407790;0;4050359;0
1;15132;"Procter & Gamble Company";"Scope 1+2 (market-based)";2010;2030;"Company-wide";50;5422275;5407790;0;4050359;0
7;15134;"ProSiebenSat.1 Media SE";"Scope 1+2 (market-based)";2019;NA;"Company-wide";NA;0;34944;0;34944;0
20;15169;"Prologis";"Scope 1+2 (market-based)";2016;2025;"Company-wide";21;54700;54700;0;96840;0
20;15169;"Prologis";"Scope 1+2 (market-based)";2016;2040;"Company-wide";56;54700;54700;0;96840;0
20;15169;"Prologis";"Scope 3 (upstream & downstream)";2016;2025;"Company-wide";15;115407420;0;0;100790180;0
20;15169;"Prologis";"Scope 3 (upstream & downstream)";2016;2040;"Company-wide";40;115407420;0;0;100790180;0
1;15271;"Public Service Enterprise Group Inc.";"Scope 1";2005;2046;"Business division";80;24898116;24898116;0;13378214;0
1;15271;"Public Service Enterprise Group Inc.";"Scope 1+2 (location-based)";2005;2025;"Company-wide";25;26566330;26566330;0;14243955;0
1;15271;"Public Service Enterprise Group Inc.";"Scope 1+2 (location-based)";2005;2030;"Company-wide";40;26566330;26566330;0;14243955;0
1;15279;"Public Storage";"Scope 1+2 (location-based)";2018;2019;"Company-wide";2;111033;119744.36;0;113342;0
1;15282;"Provident Financial plc";"Scope 1+2 (location-based)";2015;2020;"Company-wide";30;5881;4612;0;2202;0
30;15283;"Prudential plc";"Scope 1+2 (location-based)";2016;2020;"Country/region";18;288270;3055740;0;1686600;0
1;15297;"PTT";"Scope 1+2 (location-based)";2012;2030;"Site/facility";20;33705415;33705415;0;30216400;0
1;15306;"Prudential Financial, Inc.";"Scope 1+2 (market-based)";2017;2050;"Country/region";65;80363;94235.05;0;74368;0
37;15309;"Prysmian SpA";"Scope 1+2 (location-based)";2019;2022;"Company-wide";3;32893000;33999263;0;33999263;0
37;15345;"PUMA SE";"Scope 1+2 (market-based)";2017;2030;"Company-wide";35;1765159;1765159;0;660783;0
7;15359;"PZ Cussons";"Scope 1+2 (location-based)";2018;2019;"Company-wide";3;495572;495572;0;429982;0
1;15365;"Kewpie Corporation";"Scope 1+2 (market-based)";2013;2021;"Company-wide";7.5;222224;0;0;179579;0
1;15365;"Kewpie Corporation";"Scope 1+2 (market-based)";2013;2030;"Company-wide";20;222224;0;0;179579;0
7;15366;"QBE Insurance Group";"Scope 1+2 (market-based)";2018;2025;"Company-wide";30;207872;0;0;89404;0
7;15366;"QBE Insurance Group";"Scope 3: Business travel";2017;2021;"Company-wide";20;124173;140210;0;101073;0
1;15373;"Quebecor Inc.";"Scope 1";2019;2030;"Company-wide";99;7611;14852.94;0;14852.94;0
41;15419;"QUALCOMM Inc.";"Scope 1+2 (market-based)";2014;2025;"Company-wide";30;9456117;9456117;0;7886350;0
1;15459;"Red Eléctrica Corporación, S.A.";"Scope 1+2 (market-based)";2015;2020;"Company-wide";10;1176028;1176029;0;805066;0
